"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"1334013","39.87925","-104.940584","431",
"1334013","39.87923","-104.940584","432",
"1334013","39.87923","-104.940584","433",
"1334013","39.878919","-104.940585","434",
"1334013","39.878919","-104.940585","435",
"1334013","39.878894","-104.940585","436",
"1334013","39.878894","-104.940585","437",
"1334013","39.878869","-104.940585","438",
"1334013","39.878869","-104.940585","439",
"1334013","39.878843","-104.940585","440",
"1334013","39.878843","-104.940585","441",
"1334013","39.878818","-104.940585","442",
"1334013","39.878818","-104.940585","443",
"1334013","39.878793","-104.940585","444",
"1334013","39.878793","-104.940585","445",
"1334013","39.878767","-104.940585","446",
"1334013","39.878767","-104.940585","447",
"1334013","39.878742","-104.940585","448",
"1334013","39.878742","-104.940585","449",
"1334013","39.878717","-104.940585","450",
"1334013","39.878717","-104.940585","451",
"1334013","39.878692","-104.940586","452",
"1334013","39.878692","-104.940586","453",
"1334013","39.878666","-104.940586","454",
"1334013","39.878666","-104.940586","455",
"1334013","39.878641","-104.940587","456",
"1334013","39.878641","-104.940587","457",
"1334013","39.878616","-104.940587","458",
"1334013","39.878616","-104.940587","459",
"1334013","39.878591","-104.940588","460",
"1334013","39.878591","-104.940588","461",
"1334013","39.878565","-104.940589","462",
"1334013","39.878565","-104.940589","463",
"1334013","39.87854","-104.940589","464",
"1334013","39.87854","-104.940589","465",
"1334013","39.878515","-104.94059","466",
"1334013","39.878515","-104.94059","467",
"1334013","39.878489","-104.940591","468",
"1334013","39.878489","-104.940591","469",
"1334013","39.878464","-104.940593","470",
"1334013","39.878464","-104.940593","471",
"1334013","39.878439","-104.940594","472",
"1334013","39.878439","-104.940594","473",
"1334013","39.878249","-104.940609","474",
"1334013","39.878249","-104.940609","475",
"1334013","39.87806","-104.940631","476",
"1334013","39.87806","-104.940631","477",
"1334013","39.877871","-104.940663","478",
"1334013","39.877871","-104.940663","479",
"1334013","39.877683","-104.940702","480",
"1334013","39.877683","-104.940702","481",
"1334013","39.877497","-104.940749","482",
"1334013","39.877497","-104.940749","483",
"1334013","39.877311","-104.940804","484",
"1334013","39.877311","-104.940804","485",
"1334013","39.877127","-104.940868","486",
"1334013","39.877127","-104.940868","487",
"1334013","39.876945","-104.940939","488",
"1334013","39.876945","-104.940939","489",
"1334013","39.876765","-104.941018","490",
"1334013","39.876765","-104.941018","491",
"1334013","39.876587","-104.941104","492",
"1334013","39.876587","-104.941104","493",
"1334013","39.876411","-104.941199","494",
"1334013","39.876411","-104.941199","495",
"1334013","39.876238","-104.941301","496",
"1334013","39.876238","-104.941301","497",
"1334013","39.876215","-104.941315","498",
"1334013","39.876215","-104.941315","499",
"1334013","39.876192","-104.941329","500",
"1334013","39.876192","-104.941329","501",
"1334013","39.87617","-104.941343","502",
"1334013","39.87617","-104.941343","503",
"1334013","39.876147","-104.941358","504",
"1334013","39.876147","-104.941358","505",
"1334013","39.876124","-104.941372","506",
"1334013","39.876124","-104.941372","507",
"1334013","39.876102","-104.941387","508",
"1334013","39.876102","-104.941387","509",
"1334013","39.876079","-104.941402","510",
"1334013","39.876079","-104.941402","511",
"1334013","39.876057","-104.941416","512",
"1334013","39.876057","-104.941416","513",
"1334013","39.876034","-104.941431","514",
"1334013","39.876034","-104.941431","515",
"1334013","39.876012","-104.941446","516",
"1334013","39.876012","-104.941446","517",
"1334013","39.875989","-104.941461","518",
"1334013","39.875989","-104.941461","519",
"1334013","39.875967","-104.941476","520",
"1334013","39.875967","-104.941476","521",
"1334013","39.875944","-104.941492","522",
"1334013","39.875944","-104.941492","523",
"1334013","39.875922","-104.941507","524",
"1334013","39.875922","-104.941507","525",
"1334013","39.875899","-104.941522","526",
"1334013","39.875899","-104.941522","527",
"1334013","39.875877","-104.941537","528",
"1334013","39.875877","-104.941537","529",
"1334013","39.875855","-104.941552","530",
"1334013","39.875855","-104.941552","531",
"1334013","39.875832","-104.941568","532",
"1334013","39.875832","-104.941568","533",
"1334013","39.87581","-104.941583","534",
"1334013","39.87581","-104.941583","535",
"1334013","39.87462","-104.942395","536",
"1334013","39.87462","-104.942395","537",
"1334013","39.87459","-104.942415","538",
"1334013","39.87459","-104.942415","539",
"1334013","39.874559","-104.942436","540",
"1334013","39.874559","-104.942436","541",
"1334013","39.874529","-104.942457","542",
"1334013","39.874529","-104.942457","543",
"1334013","39.874499","-104.942477","544",
"1334013","39.874499","-104.942477","545",
"1334013","39.874468","-104.942498","546",
"1334013","39.874468","-104.942498","547",
"1334013","39.874438","-104.942518","548",
"1334013","39.874438","-104.942518","549",
"1334013","39.874407","-104.942539","550",
"1334013","39.874407","-104.942539","551",
"1334013","39.874377","-104.942559","552",
"1334013","39.874377","-104.942559","553",
"1334013","39.874232","-104.942653","554",
"1334013","39.874232","-104.942653","555",
"1334013","39.874201","-104.942673","556",
"1334013","39.874201","-104.942673","557",
"1334013","39.87417","-104.942692","558",
"1334013","39.87417","-104.942692","559",
"1334013","39.874139","-104.942711","560",
"1334013","39.874139","-104.942711","561",
"1334013","39.874108","-104.942731","562",
"1334013","39.874108","-104.942731","563",
"1334013","39.874077","-104.94275","564",
"1334013","39.874077","-104.94275","565",
"1334013","39.874046","-104.942769","566",
"1334013","39.874046","-104.942769","567",
"1334013","39.874015","-104.942788","568",
"1334013","39.874015","-104.942788","569",
"1334013","39.873984","-104.942807","570",
"1334013","39.873984","-104.942807","571",
"1334013","39.873412","-104.943159","572",
"1334013","39.873412","-104.943159","573",
"1334013","39.872949","-104.943475","574",
"1334013","39.872949","-104.943475","575",
"1334013","39.857963","-104.953698","576",
"1334013","39.857963","-104.953698","577",
"1334013","39.857944","-104.953711","578",
"1334013","39.857944","-104.953711","579",
"1334013","39.857924","-104.953724","580",
"1334013","39.857924","-104.953724","581",
"1334013","39.857905","-104.953737","582",
"1334013","39.857905","-104.953737","583",
"1334013","39.857885","-104.953751","584",
"1334013","39.857885","-104.953751","585",
"1334013","39.857866","-104.953764","586",
"1334013","39.857866","-104.953764","587",
"1334013","39.857847","-104.953777","588",
"1334013","39.857847","-104.953777","589",
"1334013","39.857827","-104.95379","590",
"1334013","39.857827","-104.95379","591",
"1334013","39.857808","-104.953803","592",
"1334013","39.857808","-104.953803","593",
"1334013","39.857788","-104.953816","594",
"1334013","39.857788","-104.953816","595",
"1334013","39.857769","-104.953829","596",
"1334013","39.857769","-104.953829","597",
"1334013","39.857749","-104.953842","598",
"1334013","39.857749","-104.953842","599",
"1334013","39.857729","-104.953855","600",
"1334013","39.857729","-104.953855","601",
"1334013","39.85771","-104.953868","602",
"1334013","39.85771","-104.953868","603",
"1334013","39.85769","-104.953881","604",
"1334013","39.85769","-104.953881","605",
"1334013","39.857671","-104.953893","606",
"1334013","39.857671","-104.953893","607",
"1334013","39.857651","-104.953906","608",
"1334013","39.857651","-104.953906","609",
"1334013","39.857631","-104.953919","610",
"1334013","39.857631","-104.953919","611",
"1334013","39.857611","-104.953931","612",
"1334013","39.857611","-104.953931","613",
"1334013","39.857592","-104.953943","614",
"1334013","39.857592","-104.953943","615",
"1334013","39.857572","-104.953956","616",
"1334013","39.857572","-104.953956","617",
"1334013","39.857552","-104.953968","618",
"1334013","39.857552","-104.953968","619",
"1334013","39.857532","-104.95398","620",
"1334013","39.857532","-104.95398","621",
"1334013","39.857512","-104.953992","622",
"1334013","39.857512","-104.953992","623",
"1334013","39.857492","-104.954003","624",
"1334013","39.857492","-104.954003","625",
"1334013","39.857472","-104.954015","626",
"1334013","39.857472","-104.954015","627",
"1334013","39.857325","-104.954096","628",
"1334013","39.857325","-104.954096","629",
"1334013","39.857176","-104.954169","630",
"1334013","39.857176","-104.954169","631",
"1334013","39.857025","-104.954234","632",
"1334013","39.857025","-104.954234","633",
"1334013","39.856872","-104.954293","634",
"1334013","39.856872","-104.954293","635",
"1334013","39.856851","-104.9543","636",
"1334013","39.856851","-104.9543","637",
"1334013","39.85683","-104.954307","638",
"1334013","39.85683","-104.954307","639",
"1334013","39.856808","-104.954315","640",
"1334013","39.856808","-104.954315","641",
"1334013","39.856787","-104.954322","642",
"1334013","39.856787","-104.954322","643",
"1334013","39.856766","-104.954328","644",
"1334013","39.856766","-104.954328","645",
"1334013","39.856744","-104.954335","646",
"1334013","39.856744","-104.954335","647",
"1334013","39.856723","-104.954342","648",
"1334013","39.856723","-104.954342","649",
"1334013","39.856702","-104.954349","650",
"1334013","39.856702","-104.954349","651",
"1334013","39.85668","-104.954355","652",
"1334013","39.85668","-104.954355","653",
"1334013","39.856659","-104.954361","654",
"1334013","39.856659","-104.954361","655",
"1334013","39.856638","-104.954368","656",
"1334013","39.856638","-104.954368","657",
"1334013","39.856616","-104.954374","658",
"1334013","39.856616","-104.954374","659",
"1334013","39.856595","-104.95438","660",
"1334013","39.856595","-104.95438","661",
"1334013","39.856573","-104.954386","662",
"1334013","39.856573","-104.954386","663",
"1334013","39.856552","-104.954392","664",
"1334013","39.856552","-104.954392","665",
"1334013","39.85653","-104.954398","666",
"1334013","39.85653","-104.954398","667",
"1334013","39.856509","-104.954404","668",
"1334013","39.856509","-104.954404","669",
"1334013","39.856487","-104.95441","670",
"1334013","39.856487","-104.95441","671",
"1334013","39.856466","-104.954416","672",
"1334013","39.856466","-104.954416","673",
"1334013","39.856444","-104.954421","674",
"1334013","39.856444","-104.954421","675",
"1334013","39.856423","-104.954427","676",
"1334013","39.856423","-104.954427","677",
"1334013","39.856401","-104.954433","678",
"1334013","39.856401","-104.954433","679",
"1334013","39.85638","-104.954439","680",
"1334013","39.85638","-104.954439","681",
"1334013","39.856358","-104.954444","682",
"1334013","39.856358","-104.954444","683",
"1334013","39.856337","-104.95445","684",
"1334013","39.856337","-104.95445","685",
"1334013","39.855823","-104.954586","686",
"1334013","39.855823","-104.954586","687",
"1334013","39.855786","-104.954596","688",
"1334013","39.855786","-104.954596","689",
"1334013","39.855749","-104.954605","690",
"1334013","39.855749","-104.954605","691",
"1334013","39.855712","-104.954615","692",
"1334013","39.855712","-104.954615","693",
"1334013","39.855675","-104.954625","694",
"1334013","39.855675","-104.954625","695",
"1334013","39.855638","-104.954634","696",
"1334013","39.855638","-104.954634","697",
"1334013","39.855601","-104.954644","698",
"1334013","39.855601","-104.954644","699",
"1334013","39.855564","-104.954653","700",
"1334013","39.855564","-104.954653","701",
"1334013","39.855527","-104.954662","702",
"1334013","39.855527","-104.954662","703",
"1334013","39.855267","-104.954722","704",
"1334013","39.855267","-104.954722","705",
"1334013","39.855005","-104.954772","706",
"1334013","39.855005","-104.954772","707",
"1334013","39.854743","-104.954815","708",
"1334013","39.854743","-104.954815","709",
"1334013","39.85448","-104.954848","710",
"1334013","39.85448","-104.954848","711",
"1334013","39.854217","-104.954873","712",
"1334013","39.854217","-104.954873","713",
"1334013","39.853953","-104.95489","714",
"1334013","39.853953","-104.95489","715",
"1334013","39.853689","-104.954898","716",
"1334013","39.853689","-104.954898","717",
"1334013","39.853425","-104.954897","718",
"1334013","39.853425","-104.954897","719",
"1334013","39.853161","-104.954887","720",
"1334013","39.853161","-104.954887","721",
"1334013","39.852897","-104.954869","722",
"1334013","39.852897","-104.954869","723",
"1334013","39.852633","-104.954843","724",
"1334013","39.852633","-104.954843","725",
"1334013","39.85237","-104.954807","726",
"1334013","39.85237","-104.954807","727",
"1334013","39.852108","-104.954763","728",
"1334013","39.852108","-104.954763","729",
"1334013","39.851847","-104.954711","730",
"1334013","39.851847","-104.954711","731",
"1334013","39.851587","-104.95465","732",
