"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"115878759","15:34:00","15:34:00","35247","2",,"0","0",,"1"
"115878759","15:40:30","15:40:30","35249","3",,"0","0",,"1"
"115878759","15:44:30","15:44:30","35251","4",,"0","0",,"1"
"115878759","15:48:15","15:48:15","35253","5",,"0","0",,"1"
"115878759","15:51:45","15:51:45","35255","6",,"0","0",,"1"
"115878759","15:56:45","15:56:45","35257","7",,"1","0",,"1"
"115878787","09:56:00","09:56:00","34668","1",,"0","1",,"1"
"115878787","10:04:00","10:04:00","35247","2",,"0","0",,"1"
"115878787","10:10:30","10:10:30","35249","3",,"0","0",,"1"
"115878787","10:14:30","10:14:30","35251","4",,"0","0",,"1"
"115878787","10:18:15","10:18:15","35253","5",,"0","0",,"1"
"115878787","10:21:45","10:21:45","35255","6",,"0","0",,"1"
"115878787","10:26:45","10:26:45","35257","7",,"1","0",,"1"
"115878790","11:26:00","11:26:00","34668","1",,"0","1",,"1"
"115878790","11:34:00","11:34:00","35247","2",,"0","0",,"1"
"115878790","11:40:30","11:40:30","35249","3",,"0","0",,"1"
"115878790","11:44:30","11:44:30","35251","4",,"0","0",,"1"
"115878790","11:48:15","11:48:15","35253","5",,"0","0",,"1"
"115878790","11:51:45","11:51:45","35255","6",,"0","0",,"1"
"115878790","11:56:45","11:56:45","35257","7",,"1","0",,"1"
"115878826","20:43:00","20:43:00","35257","1",,"0","1",,"1"
"115878826","20:46:15","20:46:15","35254","2",,"0","0",,"1"
"115878826","20:49:45","20:49:45","35252","3",,"0","0",,"1"
"115878826","20:53:15","20:53:15","35250","4",,"0","0",,"1"
"115878826","20:57:00","20:57:00","35248","5",,"0","0",,"1"
"115878826","21:04:00","21:04:00","35246","6",,"0","0",,"1"
"115878826","21:12:00","21:12:00","34668","7",,"1","0",,"1"
"115878816","15:43:00","15:43:00","35257","1",,"0","1",,"1"
"115878816","15:46:15","15:46:15","35254","2",,"0","0",,"1"
"115878816","15:49:45","15:49:45","35252","3",,"0","0",,"1"
"115878816","15:53:15","15:53:15","35250","4",,"0","0",,"1"
"115878816","15:57:00","15:57:00","35248","5",,"0","0",,"1"
"115878816","16:04:00","16:04:00","35246","6",,"0","0",,"1"
"115878816","16:12:00","16:12:00","34668","7",,"1","0",,"1"
"115878644","16:13:00","16:13:00","35257","1",,"0","1",,"1"
"115878644","16:16:15","16:16:15","35254","2",,"0","0",,"1"
"115878644","16:19:45","16:19:45","35252","3",,"0","0",,"1"
"115878644","16:23:15","16:23:15","35250","4",,"0","0",,"1"
"115878644","16:27:00","16:27:00","35248","5",,"0","0",,"1"
"115878644","16:34:00","16:34:00","35246","6",,"0","0",,"1"
"115878644","16:42:00","16:42:00","34668","7",,"1","0",,"1"
"115878573","19:13:00","19:13:00","35257","1",,"0","1",,"1"
"115878573","19:16:15","19:16:15","35254","2",,"0","0",,"1"
"115878573","19:19:45","19:19:45","35252","3",,"0","0",,"1"
"115878573","19:23:15","19:23:15","35250","4",,"0","0",,"1"
"115878573","19:27:00","19:27:00","35248","5",,"0","0",,"1"
"115878573","19:34:00","19:34:00","35246","6",,"0","0",,"1"
"115878573","19:42:00","19:42:00","34668","7",,"1","0",,"1"
"115878740","18:13:00","18:13:00","35257","1",,"0","1",,"1"
"115878740","18:16:15","18:16:15","35254","2",,"0","0",,"1"
"115878740","18:19:45","18:19:45","35252","3",,"0","0",,"1"
"115878740","18:23:15","18:23:15","35250","4",,"0","0",,"1"
"115878740","18:27:00","18:27:00","35248","5",,"0","0",,"1"
"115878740","18:34:00","18:34:00","35246","6",,"0","0",,"1"
"115878740","18:42:00","18:42:00","34668","7",,"1","0",,"1"
"115878735","15:43:00","15:43:00","35257","1",,"0","1",,"1"
"115878735","15:46:15","15:46:15","35254","2",,"0","0",,"1"
"115878735","15:49:45","15:49:45","35252","3",,"0","0",,"1"
"115878735","15:53:15","15:53:15","35250","4",,"0","0",,"1"
"115878735","15:57:00","15:57:00","35248","5",,"0","0",,"1"
"115878735","16:04:00","16:04:00","35246","6",,"0","0",,"1"
"115878735","16:12:00","16:12:00","34668","7",,"1","0",,"1"
"115878774","12:56:00","12:56:00","34668","1",,"0","1",,"1"
"115878774","13:04:00","13:04:00","35247","2",,"0","0",,"1"
"115878774","13:10:30","13:10:30","35249","3",,"0","0",,"1"
"115878774","13:14:30","13:14:30","35251","4",,"0","0",,"1"
"115878774","13:18:15","13:18:15","35253","5",,"0","0",,"1"
"115878774","13:21:45","13:21:45","35255","6",,"0","0",,"1"
"115878774","13:26:45","13:26:45","35257","7",,"1","0",,"1"
"115878597","05:26:00","05:26:00","34668","1",,"0","1",,"1"
"115878597","05:34:00","05:34:00","35247","2",,"0","0",,"1"
"115878597","05:40:30","05:40:30","35249","3",,"0","0",,"1"
"115878597","05:44:30","05:44:30","35251","4",,"0","0",,"1"
"115878597","05:48:15","05:48:15","35253","5",,"0","0",,"1"
"115878597","05:51:45","05:51:45","35255","6",,"0","0",,"1"
"115878597","05:56:45","05:56:45","35257","7",,"1","0",,"1"
"115878616","14:56:00","14:56:00","34668","1",,"0","1",,"1"
"115878616","15:04:00","15:04:00","35247","2",,"0","0",,"1"
"115878616","15:10:30","15:10:30","35249","3",,"0","0",,"1"
"115878616","15:14:30","15:14:30","35251","4",,"0","0",,"1"
"115878616","15:18:15","15:18:15","35253","5",,"0","0",,"1"
"115878616","15:21:45","15:21:45","35255","6",,"0","0",,"1"
"115878616","15:26:45","15:26:45","35257","7",,"1","0",,"1"
"115878614","13:56:00","13:56:00","34668","1",,"0","1",,"1"
"115878614","14:04:00","14:04:00","35247","2",,"0","0",,"1"
"115878614","14:10:30","14:10:30","35249","3",,"0","0",,"1"
"115878614","14:14:30","14:14:30","35251","4",,"0","0",,"1"
"115878614","14:18:15","14:18:15","35253","5",,"0","0",,"1"
"115878614","14:21:45","14:21:45","35255","6",,"0","0",,"1"
"115878614","14:26:45","14:26:45","35257","7",,"1","0",,"1"
"115878634","10:43:00","10:43:00","35257","1",,"0","1",,"1"
"115878634","10:46:15","10:46:15","35254","2",,"0","0",,"1"
"115878634","10:49:45","10:49:45","35252","3",,"0","0",,"1"
"115878634","10:53:15","10:53:15","35250","4",,"0","0",,"1"
"115878634","10:57:00","10:57:00","35248","5",,"0","0",,"1"
"115878634","11:04:00","11:04:00","35246","6",,"0","0",,"1"
"115878634","11:12:00","11:12:00","34668","7",,"1","0",,"1"
"115878656","21:43:00","21:43:00","35257","1",,"0","1",,"1"
"115878656","21:46:15","21:46:15","35254","2",,"0","0",,"1"
"115878656","21:49:45","21:49:45","35252","3",,"0","0",,"1"
"115878656","21:53:15","21:53:15","35250","4",,"0","0",,"1"
"115878656","21:57:00","21:57:00","35248","5",,"0","0",,"1"
"115878656","22:04:00","22:04:00","35246","6",,"0","0",,"1"
"115878656","22:12:00","22:12:00","34668","7",,"1","0",,"1"
"115878639","13:13:00","13:13:00","35257","1",,"0","1",,"1"
"115878639","13:16:15","13:16:15","35254","2",,"0","0",,"1"
"115878639","13:19:45","13:19:45","35252","3",,"0","0",,"1"
"115878639","13:23:15","13:23:15","35250","4",,"0","0",,"1"
"115878639","13:27:00","13:27:00","35248","5",,"0","0",,"1"
"115878639","13:34:00","13:34:00","35246","6",,"0","0",,"1"
"115878639","13:42:00","13:42:00","34668","7",,"1","0",,"1"
"115878734","15:13:00","15:13:00","35257","1",,"0","1",,"1"
"115878734","15:16:15","15:16:15","35254","2",,"0","0",,"1"
"115878734","15:19:45","15:19:45","35252","3",,"0","0",,"1"
"115878734","15:23:15","15:23:15","35250","4",,"0","0",,"1"
"115878734","15:27:00","15:27:00","35248","5",,"0","0",,"1"
"115878734","15:34:00","15:34:00","35246","6",,"0","0",,"1"
"115878734","15:42:00","15:42:00","34668","7",,"1","0",,"1"
"115878738","16:43:00","16:43:00","35257","1",,"0","1",,"1"
"115878738","16:46:15","16:46:15","35254","2",,"0","0",,"1"
"115878738","16:49:45","16:49:45","35252","3",,"0","0",,"1"
"115878738","16:53:15","16:53:15","35250","4",,"0","0",,"1"
"115878738","16:57:00","16:57:00","35248","5",,"0","0",,"1"
"115878738","17:04:00","17:04:00","35246","6",,"0","0",,"1"
"115878738","17:12:00","17:12:00","34668","7",,"1","0",,"1"
"115878741","18:43:00","18:43:00","35257","1",,"0","1",,"1"
"115878741","18:46:15","18:46:15","35254","2",,"0","0",,"1"
"115878741","18:49:45","18:49:45","35252","3",,"0","0",,"1"
"115878741","18:53:15","18:53:15","35250","4",,"0","0",,"1"
"115878741","18:57:00","18:57:00","35248","5",,"0","0",,"1"
"115878741","19:04:00","19:04:00","35246","6",,"0","0",,"1"
"115878741","19:12:00","19:12:00","34668","7",,"1","0",,"1"
"115878629","08:13:00","08:13:00","35257","1",,"0","1",,"1"
"115878629","08:16:15","08:16:15","35254","2",,"0","0",,"1"
"115878629","08:19:45","08:19:45","35252","3",,"0","0",,"1"
"115878629","08:23:15","08:23:15","35250","4",,"0","0",,"1"
"115878629","08:27:00","08:27:00","35248","5",,"0","0",,"1"
"115878629","08:34:00","08:34:00","35246","6",,"0","0",,"1"
"115878629","08:42:00","08:42:00","34668","7",,"1","0",,"1"
"115878501","16:26:00","16:26:00","34668","1",,"0","1",,"1"
"115878501","16:34:00","16:34:00","35247","2",,"0","0",,"1"
"115878501","16:40:30","16:40:30","35249","3",,"0","0",,"1"
"115878501","16:44:30","16:44:30","35251","4",,"0","0",,"1"
"115878501","16:48:15","16:48:15","35253","5",,"0","0",,"1"
"115878501","16:51:45","16:51:45","35255","6",,"0","0",,"1"
"115878501","16:56:45","16:56:45","35257","7",,"1","0",,"1"
"115878511","21:26:00","21:26:00","34668","1",,"0","1",,"1"
"115878511","21:34:00","21:34:00","35247","2",,"0","0",,"1"
"115878511","21:40:30","21:40:30","35249","3",,"0","0",,"1"
"115878511","21:44:30","21:44:30","35251","4",,"0","0",,"1"
"115878511","21:48:15","21:48:15","35253","5",,"0","0",,"1"
"115878511","21:51:45","21:51:45","35255","6",,"0","0",,"1"
"115878511","21:56:45","21:56:45","35257","7",,"1","0",,"1"
"115878546","05:43:00","05:43:00","35257","1",,"0","1",,"1"
"115878546","05:46:15","05:46:15","35254","2",,"0","0",,"1"
"115878546","05:49:45","05:49:45","35252","3",,"0","0",,"1"
"115878546","05:53:15","05:53:15","35250","4",,"0","0",,"1"
"115878546","05:57:00","05:57:00","35248","5",,"0","0",,"1"
"115878546","06:04:00","06:04:00","35246","6",,"0","0",,"1"
"115878546","06:12:00","06:12:00","34668","7",,"1","0",,"1"
"115878570","17:43:00","17:43:00","35257","1",,"0","1",,"1"
"115878570","17:46:15","17:46:15","35254","2",,"0","0",,"1"
"115878570","17:49:45","17:49:45","35252","3",,"0","0",,"1"
"115878570","17:53:15","17:53:15","35250","4",,"0","0",,"1"
"115878570","17:57:00","17:57:00","35248","5",,"0","0",,"1"
"115878570","18:04:00","18:04:00","35246","6",,"0","0",,"1"
"115878570","18:12:00","18:12:00","34668","7",,"1","0",,"1"
"115878699","06:26:00","06:26:00","34668","1",,"0","1",,"1"
"115878699","06:34:00","06:34:00","35247","2",,"0","0",,"1"
"115878699","06:40:30","06:40:30","35249","3",,"0","0",,"1"
"115878699","06:44:30","06:44:30","35251","4",,"0","0",,"1"
"115878699","06:48:15","06:48:15","35253","5",,"0","0",,"1"
"115878699","06:51:45","06:51:45","35255","6",,"0","0",,"1"
"115878699","06:56:45","06:56:45","35257","7",,"1","0",,"1"
"115878706","09:56:00","09:56:00","34668","1",,"0","1",,"1"
"115878706","10:04:00","10:04:00","35247","2",,"0","0",,"1"
"115878706","10:10:30","10:10:30","35249","3",,"0","0",,"1"
"115878706","10:14:30","10:14:30","35251","4",,"0","0",,"1"
"115878706","10:18:15","10:18:15","35253","5",,"0","0",,"1"
"115878706","10:21:45","10:21:45","35255","6",,"0","0",,"1"
"115878706","10:26:45","10:26:45","35257","7",,"1","0",,"1"
"115878710","11:56:00","11:56:00","34668","1",,"0","1",,"1"
"115878710","12:04:00","12:04:00","35247","2",,"0","0",,"1"
"115878710","12:10:30","12:10:30","35249","3",,"0","0",,"1"
"115878710","12:14:30","12:14:30","35251","4",,"0","0",,"1"
"115878710","12:18:15","12:18:15","35253","5",,"0","0",,"1"
"115878710","12:21:45","12:21:45","35255","6",,"0","0",,"1"
"115878710","12:26:45","12:26:45","35257","7",,"1","0",,"1"
"115878788","10:26:00","10:26:00","34668","1",,"0","1",,"1"
"115878788","10:34:00","10:34:00","35247","2",,"0","0",,"1"
"115878788","10:40:30","10:40:30","35249","3",,"0","0",,"1"
"115878788","10:44:30","10:44:30","35251","4",,"0","0",,"1"
"115878788","10:48:15","10:48:15","35253","5",,"0","0",,"1"
"115878788","10:51:45","10:51:45","35255","6",,"0","0",,"1"
"115878788","10:56:45","10:56:45","35257","7",,"1","0",,"1"
"115878800","07:13:00","07:13:00","35257","1",,"0","1",,"1"
"115878800","07:16:15","07:16:15","35254","2",,"0","0",,"1"
"115878800","07:19:45","07:19:45","35252","3",,"0","0",,"1"
"115878800","07:23:15","07:23:15","35250","4",,"0","0",,"1"
"115878800","07:27:00","07:27:00","35248","5",,"0","0",,"1"
"115878800","07:34:00","07:34:00","35246","6",,"0","0",,"1"
"115878800","07:42:00","07:42:00","34668","7",,"1","0",,"1"
"115878807","10:43:00","10:43:00","35257","1",,"0","1",,"1"
"115878807","10:46:15","10:46:15","35254","2",,"0","0",,"1"
"115878807","10:49:45","10:49:45","35252","3",,"0","0",,"1"
"115878807","10:53:15","10:53:15","35250","4",,"0","0",,"1"
"115878807","10:57:00","10:57:00","35248","5",,"0","0",,"1"
"115878807","11:04:00","11:04:00","35246","6",,"0","0",,"1"
"115878807","11:12:00","11:12:00","34668","7",,"1","0",,"1"
"115878617","15:26:00","15:26:00","34668","1",,"0","1",,"1"
"115878617","15:34:00","15:34:00","35247","2",,"0","0",,"1"
"115878617","15:40:30","15:40:30","35249","3",,"0","0",,"1"
"115878617","15:44:30","15:44:30","35251","4",,"0","0",,"1"
"115878617","15:48:15","15:48:15","35253","5",,"0","0",,"1"
"115878617","15:51:45","15:51:45","35255","6",,"0","0",,"1"
"115878617","15:56:45","15:56:45","35257","7",,"1","0",,"1"
"115878649","18:13:00","18:13:00","35257","1",,"0","1",,"1"
"115878649","18:16:15","18:16:15","35254","2",,"0","0",,"1"
"115878649","18:19:45","18:19:45","35252","3",,"0","0",,"1"
"115878649","18:23:15","18:23:15","35250","4",,"0","0",,"1"
"115878649","18:27:00","18:27:00","35248","5",,"0","0",,"1"
"115878649","18:34:00","18:34:00","35246","6",,"0","0",,"1"
"115878649","18:42:00","18:42:00","34668","7",,"1","0",,"1"
"115878504","17:56:00","17:56:00","34668","1",,"0","1",,"1"
"115878504","18:04:00","18:04:00","35247","2",,"0","0",,"1"
"115878504","18:10:30","18:10:30","35249","3",,"0","0",,"1"
"115878504","18:14:30","18:14:30","35251","4",,"0","0",,"1"
"115878504","18:18:15","18:18:15","35253","5",,"0","0",,"1"
"115878504","18:21:45","18:21:45","35255","6",,"0","0",,"1"
"115878504","18:26:45","18:26:45","35257","7",,"1","0",,"1"
"115878565","15:13:00","15:13:00","35257","1",,"0","1",,"1"
"115878565","15:16:15","15:16:15","35254","2",,"0","0",,"1"
"115878565","15:19:45","15:19:45","35252","3",,"0","0",,"1"
"115878565","15:23:15","15:23:15","35250","4",,"0","0",,"1"
"115878565","15:27:00","15:27:00","35248","5",,"0","0",,"1"
"115878565","15:34:00","15:34:00","35246","6",,"0","0",,"1"
"115878565","15:42:00","15:42:00","34668","7",,"1","0",,"1"
"115878571","18:13:00","18:13:00","35257","1",,"0","1",,"1"
"115878571","18:16:15","18:16:15","35254","2",,"0","0",,"1"
"115878571","18:19:45","18:19:45","35252","3",,"0","0",,"1"
"115878571","18:23:15","18:23:15","35250","4",,"0","0",,"1"
"115878571","18:27:00","18:27:00","35248","5",,"0","0",,"1"
"115878571","18:34:00","18:34:00","35246","6",,"0","0",,"1"
"115878571","18:42:00","18:42:00","34668","7",,"1","0",,"1"
"115878702","07:56:00","07:56:00","34668","1",,"0","1",,"1"
"115878702","08:04:00","08:04:00","35247","2",,"0","0",,"1"
"115878702","08:10:30","08:10:30","35249","3",,"0","0",,"1"
"115878702","08:14:30","08:14:30","35251","4",,"0","0",,"1"
"115878702","08:18:15","08:18:15","35253","5",,"0","0",,"1"
"115878702","08:21:45","08:21:45","35255","6",,"0","0",,"1"
"115878702","08:26:45","08:26:45","35257","7",,"1","0",,"1"
"115878705","09:26:00","09:26:00","34668","1",,"0","1",,"1"
"115878705","09:34:00","09:34:00","35247","2",,"0","0",,"1"
"115878705","09:40:30","09:40:30","35249","3",,"0","0",,"1"
"115878705","09:44:30","09:44:30","35251","4",,"0","0",,"1"
"115878705","09:48:15","09:48:15","35253","5",,"0","0",,"1"
"115878705","09:51:45","09:51:45","35255","6",,"0","0",,"1"
"115878705","09:56:45","09:56:45","35257","7",,"1","0",,"1"
"115878695","18:56:00","18:56:00","34668","1",,"0","1",,"1"
"115878695","19:04:00","19:04:00","35247","2",,"0","0",,"1"
"115878695","19:10:30","19:10:30","35249","3",,"0","0",,"1"
"115878695","19:14:30","19:14:30","35251","4",,"0","0",,"1"
"115878695","19:18:15","19:18:15","35253","5",,"0","0",,"1"
"115878695","19:21:45","19:21:45","35255","6",,"0","0",,"1"
"115878695","19:26:45","19:26:45","35257","7",,"1","0",,"1"
"115878746","21:13:00","21:13:00","35257","1",,"0","1",,"1"
"115878746","21:16:15","21:16:15","35254","2",,"0","0",,"1"
"115878746","21:19:45","21:19:45","35252","3",,"0","0",,"1"
"115878746","21:23:15","21:23:15","35250","4",,"0","0",,"1"
"115878746","21:27:00","21:27:00","35248","5",,"0","0",,"1"
"115878746","21:34:00","21:34:00","35246","6",,"0","0",,"1"
"115878746","21:42:00","21:42:00","34668","7",,"1","0",,"1"
"115878761","16:26:00","16:26:00","34668","1",,"0","1",,"1"
"115878761","16:34:00","16:34:00","35247","2",,"0","0",,"1"
"115878761","16:40:30","16:40:30","35249","3",,"0","0",,"1"
"115878761","16:44:30","16:44:30","35251","4",,"0","0",,"1"
"115878761","16:48:15","16:48:15","35253","5",,"0","0",,"1"
"115878761","16:51:45","16:51:45","35255","6",,"0","0",,"1"
"115878761","16:56:45","16:56:45","35257","7",,"1","0",,"1"
"115878827","15:13:00","15:13:00","35257","1",,"0","1",,"1"
"115878827","15:16:15","15:16:15","35254","2",,"0","0",,"1"
"115878827","15:19:45","15:19:45","35252","3",,"0","0",,"1"
"115878827","15:23:15","15:23:15","35250","4",,"0","0",,"1"
"115878827","15:27:00","15:27:00","35248","5",,"0","0",,"1"
"115878827","15:34:00","15:34:00","35246","6",,"0","0",,"1"
"115878827","15:42:00","15:42:00","34668","7",,"1","0",,"1"
"115878589","21:56:00","21:56:00","34668","1",,"0","1",,"1"
"115878589","22:04:00","22:04:00","35247","2",,"0","0",,"1"
"115878589","22:10:30","22:10:30","35249","3",,"0","0",,"1"
"115878589","22:14:30","22:14:30","35251","4",,"0","0",,"1"
"115878589","22:18:15","22:18:15","35253","5",,"0","0",,"1"
"115878589","22:21:45","22:21:45","35255","6",,"0","0",,"1"
"115878589","22:26:45","22:26:45","35257","7",,"1","0",,"1"
"115878655","21:13:00","21:13:00","35257","1",,"0","1",,"1"
"115878655","21:16:15","21:16:15","35254","2",,"0","0",,"1"
"115878655","21:19:45","21:19:45","35252","3",,"0","0",,"1"
"115878655","21:23:15","21:23:15","35250","4",,"0","0",,"1"
"115878655","21:27:00","21:27:00","35248","5",,"0","0",,"1"
"115878655","21:34:00","21:34:00","35246","6",,"0","0",,"1"
"115878655","21:42:00","21:42:00","34668","7",,"1","0",,"1"
"115878647","17:13:00","17:13:00","35257","1",,"0","1",,"1"
"115878647","17:16:15","17:16:15","35254","2",,"0","0",,"1"
"115878647","17:19:45","17:19:45","35252","3",,"0","0",,"1"
"115878647","17:23:15","17:23:15","35250","4",,"0","0",,"1"
"115878647","17:27:00","17:27:00","35248","5",,"0","0",,"1"
"115878647","17:34:00","17:34:00","35246","6",,"0","0",,"1"
"115878647","17:42:00","17:42:00","34668","7",,"1","0",,"1"
"115878709","11:26:00","11:26:00","34668","1",,"0","1",,"1"
"115878709","11:34:00","11:34:00","35247","2",,"0","0",,"1"
"115878709","11:40:30","11:40:30","35249","3",,"0","0",,"1"
"115878709","11:44:30","11:44:30","35251","4",,"0","0",,"1"
"115878709","11:48:15","11:48:15","35253","5",,"0","0",,"1"
"115878709","11:51:45","11:51:45","35255","6",,"0","0",,"1"
"115878709","11:56:45","11:56:45","35257","7",,"1","0",,"1"
"115878721","08:43:00","08:43:00","35257","1",,"0","1",,"1"
"115878721","08:46:15","08:46:15","35254","2",,"0","0",,"1"
"115878721","08:49:45","08:49:45","35252","3",,"0","0",,"1"
"115878721","08:53:15","08:53:15","35250","4",,"0","0",,"1"
"115878721","08:57:00","08:57:00","35248","5",,"0","0",,"1"
"115878721","09:04:00","09:04:00","35246","6",,"0","0",,"1"
"115878721","09:12:00","09:12:00","34668","7",,"1","0",,"1"
"115878782","07:26:00","07:26:00","34668","1",,"0","1",,"1"
"115878782","07:34:00","07:34:00","35247","2",,"0","0",,"1"
"115878782","07:40:30","07:40:30","35249","3",,"0","0",,"1"
"115878782","07:44:30","07:44:30","35251","4",,"0","0",,"1"
"115878782","07:48:15","07:48:15","35253","5",,"0","0",,"1"
"115878782","07:51:45","07:51:45","35255","6",,"0","0",,"1"
"115878782","07:56:45","07:56:45","35257","7",,"1","0",,"1"
"115878813","13:43:00","13:43:00","35257","1",,"0","1",,"1"
"115878813","13:46:15","13:46:15","35254","2",,"0","0",,"1"
"115878813","13:49:45","13:49:45","35252","3",,"0","0",,"1"
"115878813","13:53:15","13:53:15","35250","4",,"0","0",,"1"
"115878813","13:57:00","13:57:00","35248","5",,"0","0",,"1"
"115878813","14:04:00","14:04:00","35246","6",,"0","0",,"1"
"115878813","14:12:00","14:12:00","34668","7",,"1","0",,"1"
"115878825","20:13:00","20:13:00","35257","1",,"0","1",,"1"
"115878825","20:16:15","20:16:15","35254","2",,"0","0",,"1"
"115878825","20:19:45","20:19:45","35252","3",,"0","0",,"1"
"115878825","20:23:15","20:23:15","35250","4",,"0","0",,"1"
"115878825","20:27:00","20:27:00","35248","5",,"0","0",,"1"
"115878825","20:34:00","20:34:00","35246","6",,"0","0",,"1"
"115878825","20:42:00","20:42:00","34668","7",,"1","0",,"1"
"115878638","12:43:00","12:43:00","35257","1",,"0","1",,"1"
"115878638","12:46:15","12:46:15","35254","2",,"0","0",,"1"
"115878638","12:49:45","12:49:45","35252","3",,"0","0",,"1"
"115878638","12:53:15","12:53:15","35250","4",,"0","0",,"1"
"115878638","12:57:00","12:57:00","35248","5",,"0","0",,"1"
"115878638","13:04:00","13:04:00","35246","6",,"0","0",,"1"
"115878638","13:12:00","13:12:00","34668","7",,"1","0",,"1"
"115878627","07:13:00","07:13:00","35257","1",,"0","1",,"1"
"115878627","07:16:15","07:16:15","35254","2",,"0","0",,"1"
"115878627","07:19:45","07:19:45","35252","3",,"0","0",,"1"
"115878627","07:23:15","07:23:15","35250","4",,"0","0",,"1"
"115878627","07:27:00","07:27:00","35248","5",,"0","0",,"1"
"115878627","07:34:00","07:34:00","35246","6",,"0","0",,"1"
"115878627","07:42:00","07:42:00","34668","7",,"1","0",,"1"
"115878642","14:43:00","14:43:00","35257","1",,"0","1",,"1"
"115878642","14:46:15","14:46:15","35254","2",,"0","0",,"1"
"115878642","14:49:45","14:49:45","35252","3",,"0","0",,"1"
"115878642","14:53:15","14:53:15","35250","4",,"0","0",,"1"
"115878642","14:57:00","14:57:00","35248","5",,"0","0",,"1"
"115878642","15:04:00","15:04:00","35246","6",,"0","0",,"1"
"115878642","15:12:00","15:12:00","34668","7",,"1","0",,"1"
"115878550","07:43:00","07:43:00","35257","1",,"0","1",,"1"
"115878550","07:46:15","07:46:15","35254","2",,"0","0",,"1"
"115878550","07:49:45","07:49:45","35252","3",,"0","0",,"1"
"115878550","07:53:15","07:53:15","35250","4",,"0","0",,"1"
"115878550","07:57:00","07:57:00","35248","5",,"0","0",,"1"
"115878550","08:04:00","08:04:00","35246","6",,"0","0",,"1"
"115878550","08:12:00","08:12:00","34668","7",,"1","0",,"1"
"115878560","12:43:00","12:43:00","35257","1",,"0","1",,"1"
"115878560","12:46:15","12:46:15","35254","2",,"0","0",,"1"
"115878560","12:49:45","12:49:45","35252","3",,"0","0",,"1"
"115878560","12:53:15","12:53:15","35250","4",,"0","0",,"1"
"115878560","12:57:00","12:57:00","35248","5",,"0","0",,"1"
"115878560","13:04:00","13:04:00","35246","6",,"0","0",,"1"
"115878560","13:12:00","13:12:00","34668","7",,"1","0",,"1"
"115878707","10:26:00","10:26:00","34668","1",,"0","1",,"1"
"115878707","10:34:00","10:34:00","35247","2",,"0","0",,"1"
"115878707","10:40:30","10:40:30","35249","3",,"0","0",,"1"
"115878707","10:44:30","10:44:30","35251","4",,"0","0",,"1"
"115878707","10:48:15","10:48:15","35253","5",,"0","0",,"1"
"115878707","10:51:45","10:51:45","35255","6",,"0","0",,"1"
"115878707","10:56:45","10:56:45","35257","7",,"1","0",,"1"
"115878669","23:56:00","23:56:00","34668","1",,"0","1",,"1"
"115878669","24:04:00","24:04:00","35247","2",,"0","0",,"1"
"115878669","24:10:30","24:10:30","35249","3",,"0","0",,"1"
"115878669","24:14:30","24:14:30","35251","4",,"0","0",,"1"
"115878669","24:18:15","24:18:15","35253","5",,"0","0",,"1"
"115878669","24:21:45","24:21:45","35255","6",,"0","0",,"1"
"115878669","24:26:45","24:26:45","35257","7",,"1","0",,"1"
